Store,ScenarioLevel,Year,Month,StandardShippingCost
RPHHKH0D7WOR,Budget,1996,01,6.300
RPHHKH0D7WOR,Budget,1996,02,5.300
RPHHKH0D7WOR,Budget,1996,03,6.300
RPHHKH0D7WOR,Budget,1996,04,5.300
RPHHKH0D7WOR,Budget,1996,05,7.300
RPHHKH0D7WOR,Budget,1996,06,7.300
RPHHKH0D7WOR,Budget,1996,07,5.300
RPHHKH0D7WOR,Budget,1996,08,5.300
RPHHKH0D7WOR,Budget,1996,09,5.300
RPHHKH0D7WOR,Budget,1996,10,6.300
RPHHKH0D7WOR,Budget,1996,11,7.300
RPHHKH0D7WOR,Budget,1996,12,6.300
UJKTSKKBYOZP,Actual,1995,01,7.140
UJKTSKKBYOZP,Actual,1995,02,6.510
UJKTSKKBYOZP,Actual,1995,03,6.930
UJKTSKKBYOZP,Actual,1995,04,7.700
UJKTSKKBYOZP,Actual,1995,05,7.630
UJKTSKKBYOZP,Actual,1995,06,6.510
UJKTSKKBYOZP,Actual,1995,07,6.650
UJKTSKKBYOZP,Actual,1995,08,6.650
UJKTSKKBYOZP,Actual,1995,09,6.790
UJKTSKKBYOZP,Actual,1995,10,7.700
UJKTSKKBYOZP,Actual,1995,11,6.580
UJKTSKKBYOZP,Actual,1995,12,6.300
UJKTSKKBYOZP,Actual,1996,01,7.140
UJKTSKKBYOZP,Actual,1996,02,7.280
UJKTSKKBYOZP,Actual,1996,03,6.370
UJKTSKKBYOZP,Actual,1996,04,6.860
UJKTSKKBYOZP,Actual,1996,05,6.300
UJKTSKKBYOZP,Actual,1996,06,6.510
UJKTSKKBYOZP,Budget,1996,01,7.350
UJKTSKKBYOZP,Budget,1996,02,6.350
UJKTSKKBYOZP,Budget,1996,03,7.350
UJKTSKKBYOZP,Budget,1996,04,7.350
UJKTSKKBYOZP,Budget,1996,05,6.350
UJKTSKKBYOZP,Budget,1996,06,6.350
UJKTSKKBYOZP,Budget,1996,07,6.350
UJKTSKKBYOZP,Budget,1996,08,7.350
UJKTSKKBYOZP,Budget,1996,09,6.350
UJKTSKKBYOZP,Budget,1996,10,6.350
UJKTSKKBYOZP,Budget,1996,11,8.350
UJKTSKKBYOZP,Budget,1996,12,7.350
D0FHA79CHIJ0,Actual,1995,01,7.440
D0FHA79CHIJ0,Actual,1995,02,8.400
D0FHA79CHIJ0,Actual,1995,03,7.520
D0FHA79CHIJ0,Actual,1995,04,8.480
D0FHA79CHIJ0,Actual,1995,05,7.360
D0FHA79CHIJ0,Actual,1995,06,7.840
D0FHA79CHIJ0,Actual,1995,07,7.840
D0FHA79CHIJ0,Actual,1995,08,8.720
D0FHA79CHIJ0,Actual,1995,09,7.760
D0FHA79CHIJ0,Actual,1995,10,8.240
D0FHA79CHIJ0,Actual,1995,11,7.520
D0FHA79CHIJ0,Actual,1995,12,8.240
D0FHA79CHIJ0,Actual,1996,01,7.600
D0FHA79CHIJ0,Actual,1996,02,8.240
D0FHA79CHIJ0,Actual,1996,03,8.720
D0FHA79CHIJ0,Actual,1996,04,7.360
D0FHA79CHIJ0,Actual,1996,05,7.520
D0FHA79CHIJ0,Actual,1996,06,8.480
D0FHA79CHIJ0,Budget,1996,01,7.400
D0FHA79CHIJ0,Budget,1996,02,7.400
D0FHA79CHIJ0,Budget,1996,03,8.400
D0FHA79CHIJ0,Budget,1996,04,9.400
D0FHA79CHIJ0,Budget,1996,05,9.400
D0FHA79CHIJ0,Budget,1996,06,8.400
D0FHA79CHIJ0,Budget,1996,07,8.400
D0FHA79CHIJ0,Budget,1996,08,9.400
D0FHA79CHIJ0,Budget,1996,09,9.400
D0FHA79CHIJ0,Budget,1996,10,8.400
D0FHA79CHIJ0,Budget,1996,11,7.400
D0FHA79CHIJ0,Budget,1996,12,8.400
QA4EH5WA4FXA,Actual,1995,01,9.300
QA4EH5WA4FXA,Actual,1995,02,9.300
QA4EH5WA4FXA,Actual,1995,03,9.600
QA4EH5WA4FXA,Actual,1995,04,10.300
QA4EH5WA4FXA,Actual,1995,05,10.700
QA4EH5WA4FXA,Actual,1995,06,10.500
QA4EH5WA4FXA,Actual,1995,07,9.200
QA4EH5WA4FXA,Actual,1995,08,9.400
QA4EH5WA4FXA,Actual,1995,09,9.600
QA4EH5WA4FXA,Actual,1995,10,9.600
QA4EH5WA4FXA,Actual,1995,11,9.000
QA4EH5WA4FXA,Actual,1995,12,9.700
QA4EH5WA4FXA,Actual,1996,01,9.900
QA4EH5WA4FXA,Actual,1996,02,10.400
QA4EH5WA4FXA,Actual,1996,03,10.500
QA4EH5WA4FXA,Actual,1996,04,9.800
QA4EH5WA4FXA,Actual,1996,05,10.500
QA4EH5WA4FXA,Actual,1996,06,9.600
QA4EH5WA4FXA,Budget,1996,01,9.500
QA4EH5WA4FXA,Budget,1996,02,9.500
QA4EH5WA4FXA,Budget,1996,03,10.500
QA4EH5WA4FXA,Budget,1996,04,9.500
QA4EH5WA4FXA,Budget,1996,05,9.500
QA4EH5WA4FXA,Budget,1996,06,10.500
QA4EH5WA4FXA,Budget,1996,07,9.500
QA4EH5WA4FXA,Budget,1996,08,10.500
QA4EH5WA4FXA,Budget,1996,09,11.500
QA4EH5WA4FXA,Budget,1996,10,9.500
QA4EH5WA4FXA,Budget,1996,11,9.500
QA4EH5WA4FXA,Budget,1996,12,11.500
ZCC0JRDEEUGB,Actual,1995,01,5.100
ZCC0JRDEEUGB,Actual,1995,02,4.500
ZCC0JRDEEUGB,Actual,1995,03,4.650
ZCC0JRDEEUGB,Actual,1995,04,4.500
ZCC0JRDEEUGB,Actual,1995,05,4.800
ZCC0JRDEEUGB,Actual,1995,06,5.300
ZCC0JRDEEUGB,Actual,1995,07,5.500
ZCC0JRDEEUGB,Actual,1995,08,4.700
ZCC0JRDEEUGB,Actual,1995,09,4.800
ZCC0JRDEEUGB,Actual,1995,10,5.400
ZCC0JRDEEUGB,Actual,1995,11,5.050
ZCC0JRDEEUGB,Actual,1995,12,4.750
ZCC0JRDEEUGB,Actual,1996,01,5.350
ZCC0JRDEEUGB,Actual,1996,02,5.200
ZCC0JRDEEUGB,Actual,1996,03,4.500
ZCC0JRDEEUGB,Actual,1996,04,5.150
ZCC0JRDEEUGB,Actual,1996,05,4.800
ZCC0JRDEEUGB,Actual,1996,06,5.350
ZCC0JRDEEUGB,Budget,1996,01,5.250
ZCC0JRDEEUGB,Budget,1996,02,5.250
ZCC0JRDEEUGB,Budget,1996,03,6.250
ZCC0JRDEEUGB,Budget,1996,04,5.250
ZCC0JRDEEUGB,Budget,1996,05,6.250
ZCC0JRDEEUGB,Budget,1996,06,5.250
ZCC0JRDEEUGB,Budget,1996,07,5.250
ZCC0JRDEEUGB,Budget,1996,08,5.250
ZCC0JRDEEUGB,Budget,1996,09,5.250
ZCC0JRDEEUGB,Budget,1996,10,6.250
ZCC0JRDEEUGB,Budget,1996,11,5.250
ZCC0JRDEEUGB,Budget,1996,12,4.250
EW9LBCM5337T,Actual,1995,01,5.100
EW9LBCM5337T,Actual,1995,02,4.550
EW9LBCM5337T,Actual,1995,03,5.000
EW9LBCM5337T,Actual,1995,04,5.000
EW9LBCM5337T,Actual,1995,05,4.900
EW9LBCM5337T,Actual,1995,06,5.350
EW9LBCM5337T,Actual,1995,07,5.050
EW9LBCM5337T,Actual,1995,08,5.200
EW9LBCM5337T,Actual,1995,09,5.200
EW9LBCM5337T,Actual,1995,10,4.600
EW9LBCM5337T,Actual,1995,11,5.400
EW9LBCM5337T,Actual,1995,12,5.450
EW9LBCM5337T,Actual,1996,01,4.800
EW9LBCM5337T,Actual,1996,02,4.800
EW9LBCM5337T,Actual,1996,03,5.000
EW9LBCM5337T,Actual,1996,04,4.800
EW9LBCM5337T,Actual,1996,05,4.850
EW9LBCM5337T,Actual,1996,06,5.250
EW9LBCM5337T,Budget,1996,01,4.250
EW9LBCM5337T,Budget,1996,02,6.250
EW9LBCM5337T,Budget,1996,03,6.250
EW9LBCM5337T,Budget,1996,04,5.250
EW9LBCM5337T,Budget,1996,05,5.250
EW9LBCM5337T,Budget,1996,06,5.250
EW9LBCM5337T,Budget,1996,07,4.250
EW9LBCM5337T,Budget,1996,08,6.250
EW9LBCM5337T,Budget,1996,09,6.250
EW9LBCM5337T,Budget,1996,10,4.250
EW9LBCM5337T,Budget,1996,11,5.250
EW9LBCM5337T,Budget,1996,12,6.250
UEWUAZTI475N,Actual,1995,01,9.400
UEWUAZTI475N,Actual,1995,02,9.500
UEWUAZTI475N,Actual,1995,03,9.400
UEWUAZTI475N,Actual,1995,04,10.400
UEWUAZTI475N,Actual,1995,05,9.800
UEWUAZTI475N,Actual,1995,06,10.500
UEWUAZTI475N,Actual,1995,07,9.500
UEWUAZTI475N,Actual,1995,08,9.000
UEWUAZTI475N,Actual,1995,09,9.100
UEWUAZTI475N,Actual,1995,10,9.300
UEWUAZTI475N,Actual,1995,11,9.600
UEWUAZTI475N,Actual,1995,12,9.600
UEWUAZTI475N,Actual,1996,01,9.100
UEWUAZTI475N,Actual,1996,02,10.100
UEWUAZTI475N,Actual,1996,03,9.400
UEWUAZTI475N,Actual,1996,04,9.700
UEWUAZTI475N,Actual,1996,05,10.200
UEWUAZTI475N,Actual,1996,06,10.300
UEWUAZTI475N,Budget,1996,01,10.500
UEWUAZTI475N,Budget,1996,02,11.500
UEWUAZTI475N,Budget,1996,03,9.500
UEWUAZTI475N,Budget,1996,04,10.500
UEWUAZTI475N,Budget,1996,05,10.500
UEWUAZTI475N,Budget,1996,06,10.500
UEWUAZTI475N,Budget,1996,07,10.500
UEWUAZTI475N,Budget,1996,08,10.500
UEWUAZTI475N,Budget,1996,09,10.500
UEWUAZTI475N,Budget,1996,10,10.500
UEWUAZTI475N,Budget,1996,11,10.500
UEWUAZTI475N,Budget,1996,12,11.500
H2JDRZ6EUJBN,Actual,1995,01,9.450
H2JDRZ6EUJBN,Actual,1995,02,9.900
H2JDRZ6EUJBN,Actual,1995,03,8.370
H2JDRZ6EUJBN,Actual,1995,04,9.270
H2JDRZ6EUJBN,Actual,1995,05,9.450
H2JDRZ6EUJBN,Actual,1995,06,8.460
H2JDRZ6EUJBN,Actual,1995,07,8.370
H2JDRZ6EUJBN,Actual,1995,08,9.270
H2JDRZ6EUJBN,Actual,1995,09,8.370
H2JDRZ6EUJBN,Actual,1995,10,8.370
H2JDRZ6EUJBN,Actual,1995,11,9.000
H2JDRZ6EUJBN,Actual,1995,12,8.190
H2JDRZ6EUJBN,Actual,1996,01,9.450
H2JDRZ6EUJBN,Actual,1996,02,9.450
H2JDRZ6EUJBN,Actual,1996,03,8.460
H2JDRZ6EUJBN,Actual,1996,04,8.820
H2JDRZ6EUJBN,Actual,1996,05,9.090
H2JDRZ6EUJBN,Actual,1996,06,8.280
H2JDRZ6EUJBN,Budget,1996,01,9.450
H2JDRZ6EUJBN,Budget,1996,02,10.450
H2JDRZ6EUJBN,Budget,1996,03,10.450
H2JDRZ6EUJBN,Budget,1996,04,8.450
H2JDRZ6EUJBN,Budget,1996,05,10.450
H2JDRZ6EUJBN,Budget,1996,06,10.450
H2JDRZ6EUJBN,Budget,1996,07,8.450
H2JDRZ6EUJBN,Budget,1996,08,9.450
H2JDRZ6EUJBN,Budget,1996,09,8.450
H2JDRZ6EUJBN,Budget,1996,10,10.450
H2JDRZ6EUJBN,Budget,1996,11,9.450
H2JDRZ6EUJBN,Budget,1996,12,9.450
S9TN2SCXUWCR,Actual,1995,01,8.910
S9TN2SCXUWCR,Actual,1995,02,8.910
S9TN2SCXUWCR,Actual,1995,03,9.630
S9TN2SCXUWCR,Actual,1995,04,9.000
S9TN2SCXUWCR,Actual,1995,05,8.730
S9TN2SCXUWCR,Actual,1995,06,9.000
S9TN2SCXUWCR,Actual,1995,07,9.180
S9TN2SCXUWCR,Actual,1995,08,9.900
S9TN2SCXUWCR,Actual,1995,09,9.090
S9TN2SCXUWCR,Actual,1995,10,8.550
S9TN2SCXUWCR,Actual,1995,11,9.630
S9TN2SCXUWCR,Actual,1995,12,8.190
S9TN2SCXUWCR,Actual,1996,01,9.540
S9TN2SCXUWCR,Actual,1996,02,8.910
S9TN2SCXUWCR,Actual,1996,03,8.640
S9TN2SCXUWCR,Actual,1996,04,8.370
S9TN2SCXUWCR,Actual,1996,05,9.450
S9TN2SCXUWCR,Actual,1996,06,9.540
S9TN2SCXUWCR,Budget,1996,01,8.450
S9TN2SCXUWCR,Budget,1996,02,8.450
S9TN2SCXUWCR,Budget,1996,03,8.450
S9TN2SCXUWCR,Budget,1996,04,10.450
S9TN2SCXUWCR,Budget,1996,05,10.450
S9TN2SCXUWCR,Budget,1996,06,10.450
S9TN2SCXUWCR,Budget,1996,07,9.450
S9TN2SCXUWCR,Budget,1996,08,8.450
S9TN2SCXUWCR,Budget,1996,09,8.450
S9TN2SCXUWCR,Budget,1996,10,9.450
S9TN2SCXUWCR,Budget,1996,11,9.450
S9TN2SCXUWCR,Budget,1996,12,8.450
RPO9CF32TUPM,Actual,1995,01,7.200
RPO9CF32TUPM,Actual,1995,02,8.480
RPO9CF32TUPM,Actual,1995,03,7.200
RPO9CF32TUPM,Actual,1995,04,7.360
RPO9CF32TUPM,Actual,1995,05,8.080
RPO9CF32TUPM,Actual,1995,06,8.160
RPO9CF32TUPM,Actual,1995,07,7.520
RPO9CF32TUPM,Actual,1995,08,8.560
RPO9CF32TUPM,Actual,1995,09,8.800
RPO9CF32TUPM,Actual,1995,10,7.600
RPO9CF32TUPM,Actual,1995,11,8.640
RPO9CF32TUPM,Actual,1995,12,8.560
RPO9CF32TUPM,Actual,1996,01,7.600
RPO9CF32TUPM,Actual,1996,02,8.240
RPO9CF32TUPM,Actual,1996,03,7.920
RPO9CF32TUPM,Actual,1996,04,7.840
RPO9CF32TUPM,Actual,1996,05,7.280
RPO9CF32TUPM,Actual,1996,06,7.600
RPO9CF32TUPM,Budget,1996,01,7.400
RPO9CF32TUPM,Budget,1996,02,8.400
RPO9CF32TUPM,Budget,1996,03,8.400
RPO9CF32TUPM,Budget,1996,04,9.400
RPO9CF32TUPM,Budget,1996,05,8.400
RPO9CF32TUPM,Budget,1996,06,7.400
RPO9CF32TUPM,Budget,1996,07,8.400
RPO9CF32TUPM,Budget,1996,08,8.400
RPO9CF32TUPM,Budget,1996,09,7.400
RPO9CF32TUPM,Budget,1996,10,8.400
RPO9CF32TUPM,Budget,1996,11,9.400
RPO9CF32TUPM,Budget,1996,12,7.400
A2A857M1G80J,Actual,1995,01,9.800
A2A857M1G80J,Actual,1995,02,10.100
A2A857M1G80J,Actual,1995,03,9.000
A2A857M1G80J,Actual,1995,04,10.800
A2A857M1G80J,Actual,1995,05,10.600
A2A857M1G80J,Actual,1995,06,9.700
A2A857M1G80J,Actual,1995,07,10.100
A2A857M1G80J,Actual,1995,08,10.200
A2A857M1G80J,Actual,1995,09,10.700
A2A857M1G80J,Actual,1995,10,10.600
A2A857M1G80J,Actual,1995,11,9.700
A2A857M1G80J,Actual,1995,12,10.900
A2A857M1G80J,Actual,1996,01,10.400
A2A857M1G80J,Actual,1996,02,11.000
A2A857M1G80J,Actual,1996,03,10.600
A2A857M1G80J,Actual,1996,04,9.700
A2A857M1G80J,Actual,1996,05,10.600
A2A857M1G80J,Actual,1996,06,9.100
A2A857M1G80J,Budget,1996,01,11.500
A2A857M1G80J,Budget,1996,02,11.500
A2A857M1G80J,Budget,1996,03,11.500
A2A857M1G80J,Budget,1996,04,9.500
A2A857M1G80J,Budget,1996,05,9.500
A2A857M1G80J,Budget,1996,06,11.500
A2A857M1G80J,Budget,1996,07,9.500
A2A857M1G80J,Budget,1996,08,10.500
A2A857M1G80J,Budget,1996,09,10.500
A2A857M1G80J,Budget,1996,10,9.500
A2A857M1G80J,Budget,1996,11,9.500
A2A857M1G80J,Budget,1996,12,10.500
OZ1WGU0Z33T1,Actual,1995,01,9.600
OZ1WGU0Z33T1,Actual,1995,02,10.300
OZ1WGU0Z33T1,Actual,1995,03,11.000
OZ1WGU0Z33T1,Actual,1995,04,10.900
OZ1WGU0Z33T1,Actual,1995,05,9.000
OZ1WGU0Z33T1,Actual,1995,06,10.600
OZ1WGU0Z33T1,Actual,1995,07,10.500
OZ1WGU0Z33T1,Actual,1995,08,9.600
OZ1WGU0Z33T1,Actual,1995,09,10.000
OZ1WGU0Z33T1,Actual,1995,10,10.000
OZ1WGU0Z33T1,Actual,1995,11,9.400
OZ1WGU0Z33T1,Actual,1995,12,9.100
OZ1WGU0Z33T1,Actual,1996,01,10.800
OZ1WGU0Z33T1,Actual,1996,02,10.000
OZ1WGU0Z33T1,Actual,1996,03,10.400
OZ1WGU0Z33T1,Actual,1996,04,10.000
OZ1WGU0Z33T1,Actual,1996,05,10.200
OZ1WGU0Z33T1,Actual,1996,06,9.300
OZ1WGU0Z33T1,Budget,1996,01,11.500
OZ1WGU0Z33T1,Budget,1996,02,10.500
OZ1WGU0Z33T1,Budget,1996,03,9.500
OZ1WGU0Z33T1,Budget,1996,04,9.500
OZ1WGU0Z33T1,Budget,1996,05,9.500
OZ1WGU0Z33T1,Budget,1996,06,10.500
OZ1WGU0Z33T1,Budget,1996,07,9.500
OZ1WGU0Z33T1,Budget,1996,08,9.500
OZ1WGU0Z33T1,Budget,1996,09,9.500
OZ1WGU0Z33T1,Budget,1996,10,9.500
OZ1WGU0Z33T1,Budget,1996,11,10.500
OZ1WGU0Z33T1,Budget,1996,12,11.500
OGYACSGINH8J,Actual,1995,01,10.200
OGYACSGINH8J,Actual,1995,02,9.800
OGYACSGINH8J,Actual,1995,03,9.200
OGYACSGINH8J,Actual,1995,04,10.100
OGYACSGINH8J,Actual,1995,05,9.200
OGYACSGINH8J,Actual,1995,06,9.600
OGYACSGINH8J,Actual,1995,07,10.600
OGYACSGINH8J,Actual,1995,08,10.800
OGYACSGINH8J,Actual,1995,09,9.800
OGYACSGINH8J,Actual,1995,10,9.700
OGYACSGINH8J,Actual,1995,11,10.800
OGYACSGINH8J,Actual,1995,12,10.400
OGYACSGINH8J,Actual,1996,01,10.700
OGYACSGINH8J,Actual,1996,02,10.700
OGYACSGINH8J,Actual,1996,03,10.900
OGYACSGINH8J,Actual,1996,04,10.800
OGYACSGINH8J,Actual,1996,05,10.300
OGYACSGINH8J,Actual,1996,06,10.200
OGYACSGINH8J,Budget,1996,01,10.500
OGYACSGINH8J,Budget,1996,02,9.500
OGYACSGINH8J,Budget,1996,03,11.500
OGYACSGINH8J,Budget,1996,04,10.500
OGYACSGINH8J,Budget,1996,05,9.500
OGYACSGINH8J,Budget,1996,06,11.500
OGYACSGINH8J,Budget,1996,07,9.500
OGYACSGINH8J,Budget,1996,08,9.500
OGYACSGINH8J,Budget,1996,09,10.500
OGYACSGINH8J,Budget,1996,10,11.500
OGYACSGINH8J,Budget,1996,11,10.500
OGYACSGINH8J,Budget,1996,12,9.500
BKQAFCPUBXLF,Actual,1995,01,7.280
BKQAFCPUBXLF,Actual,1995,02,6.370
BKQAFCPUBXLF,Actual,1995,03,6.510
BKQAFCPUBXLF,Actual,1995,04,6.930
BKQAFCPUBXLF,Actual,1995,05,7.700
BKQAFCPUBXLF,Actual,1995,06,6.930
BKQAFCPUBXLF,Actual,1995,07,7.630
BKQAFCPUBXLF,Actual,1995,08,6.790
BKQAFCPUBXLF,Actual,1995,09,7.350
BKQAFCPUBXLF,Actual,1995,10,6.650
BKQAFCPUBXLF,Actual,1995,11,6.650
BKQAFCPUBXLF,Actual,1995,12,7.210
BKQAFCPUBXLF,Actual,1996,01,7.000
BKQAFCPUBXLF,Actual,1996,02,6.580
BKQAFCPUBXLF,Actual,1996,03,6.300
BKQAFCPUBXLF,Actual,1996,04,6.790
BKQAFCPUBXLF,Actual,1996,05,6.930
BKQAFCPUBXLF,Actual,1996,06,7.070
BKQAFCPUBXLF,Budget,1996,01,8.350
BKQAFCPUBXLF,Budget,1996,02,8.350
BKQAFCPUBXLF,Budget,1996,03,7.350
BKQAFCPUBXLF,Budget,1996,04,7.350
BKQAFCPUBXLF,Budget,1996,05,8.350
BKQAFCPUBXLF,Budget,1996,06,6.350
BKQAFCPUBXLF,Budget,1996,07,7.350
BKQAFCPUBXLF,Budget,1996,08,6.350
BKQAFCPUBXLF,Budget,1996,09,7.350
BKQAFCPUBXLF,Budget,1996,10,7.350
BKQAFCPUBXLF,Budget,1996,11,7.350
BKQAFCPUBXLF,Budget,1996,12,6.350
RUOU3W2ORPHT,Actual,1995,01,10.300
RUOU3W2ORPHT,Actual,1995,02,10.200
RUOU3W2ORPHT,Actual,1995,03,9.100
RUOU3W2ORPHT,Actual,1995,04,9.300
RUOU3W2ORPHT,Actual,1995,05,10.200
RUOU3W2ORPHT,Actual,1995,06,10.400
RUOU3W2ORPHT,Actual,1995,07,10.500
RUOU3W2ORPHT,Actual,1995,08,9.000
RUOU3W2ORPHT,Actual,1995,09,9.500
RUOU3W2ORPHT,Actual,1995,10,9.800
RUOU3W2ORPHT,Actual,1995,11,9.000
RUOU3W2ORPHT,Actual,1995,12,10.600
RUOU3W2ORPHT,Actual,1996,01,9.200
RUOU3W2ORPHT,Actual,1996,02,10.700
RUOU3W2ORPHT,Actual,1996,03,11.000
RUOU3W2ORPHT,Actual,1996,04,9.100
RUOU3W2ORPHT,Actual,1996,05,9.500
RUOU3W2ORPHT,Actual,1996,06,9.500
RUOU3W2ORPHT,Budget,1996,01,11.500
RUOU3W2ORPHT,Budget,1996,02,9.500
RUOU3W2ORPHT,Budget,1996,03,9.500
RUOU3W2ORPHT,Budget,1996,04,9.500
RUOU3W2ORPHT,Budget,1996,05,11.500
RUOU3W2ORPHT,Budget,1996,06,10.500
RUOU3W2ORPHT,Budget,1996,07,10.500
RUOU3W2ORPHT,Budget,1996,08,11.500
RUOU3W2ORPHT,Budget,1996,09,9.500
RUOU3W2ORPHT,Budget,1996,10,9.500
RUOU3W2ORPHT,Budget,1996,11,10.500
RUOU3W2ORPHT,Budget,1996,12,10.500
WGF2B8TPMF7P,Actual,1995,01,9.700
WGF2B8TPMF7P,Actual,1995,02,10.000
WGF2B8TPMF7P,Actual,1995,03,10.500
WGF2B8TPMF7P,Actual,1995,04,9.200
WGF2B8TPMF7P,Actual,1995,05,10.400
WGF2B8TPMF7P,Actual,1995,06,10.700
WGF2B8TPMF7P,Actual,1995,07,9.100
WGF2B8TPMF7P,Actual,1995,08,9.500
WGF2B8TPMF7P,Actual,1995,09,10.100
WGF2B8TPMF7P,Actual,1995,10,9.500
WGF2B8TPMF7P,Actual,1995,11,10.200
WGF2B8TPMF7P,Actual,1995,12,9.300
WGF2B8TPMF7P,Actual,1996,01,10.400
WGF2B8TPMF7P,Actual,1996,02,9.800
WGF2B8TPMF7P,Actual,1996,03,10.300
WGF2B8TPMF7P,Actual,1996,04,9.600
WGF2B8TPMF7P,Actual,1996,05,9.700
WGF2B8TPMF7P,Actual,1996,06,9.100
WGF2B8TPMF7P,Budget,1996,01,11.500
WGF2B8TPMF7P,Budget,1996,02,10.500
WGF2B8TPMF7P,Budget,1996,03,11.500
WGF2B8TPMF7P,Budget,1996,04,9.500
WGF2B8TPMF7P,Budget,1996,05,9.500
WGF2B8TPMF7P,Budget,1996,06,9.500
WGF2B8TPMF7P,Budget,1996,07,10.500
WGF2B8TPMF7P,Budget,1996,08,10.500
WGF2B8TPMF7P,Budget,1996,09,9.500
WGF2B8TPMF7P,Budget,1996,10,9.500
WGF2B8TPMF7P,Budget,1996,11,11.500
WGF2B8TPMF7P,Budget,1996,12,10.500
LVTK8HPLXYHW,Actual,1995,01,8.910
LVTK8HPLXYHW,Actual,1995,02,9.090
LVTK8HPLXYHW,Actual,1995,03,9.180
LVTK8HPLXYHW,Actual,1995,04,9.000
LVTK8HPLXYHW,Actual,1995,05,8.190
LVTK8HPLXYHW,Actual,1995,06,8.820
LVTK8HPLXYHW,Actual,1995,07,8.730
LVTK8HPLXYHW,Actual,1995,08,8.280
LVTK8HPLXYHW,Actual,1995,09,9.900
LVTK8HPLXYHW,Actual,1995,10,8.910
LVTK8HPLXYHW,Actual,1995,11,8.550
LVTK8HPLXYHW,Actual,1995,12,8.640
LVTK8HPLXYHW,Actual,1996,01,9.810
LVTK8HPLXYHW,Actual,1996,02,9.540
LVTK8HPLXYHW,Actual,1996,03,8.100
LVTK8HPLXYHW,Actual,1996,04,9.900
LVTK8HPLXYHW,Actual,1996,05,8.820
LVTK8HPLXYHW,Actual,1996,06,9.360
LVTK8HPLXYHW,Budget,1996,01,10.450
LVTK8HPLXYHW,Budget,1996,02,10.450
LVTK8HPLXYHW,Budget,1996,03,9.450
LVTK8HPLXYHW,Budget,1996,04,10.450
LVTK8HPLXYHW,Budget,1996,05,10.450
LVTK8HPLXYHW,Budget,1996,06,8.450
LVTK8HPLXYHW,Budget,1996,07,8.450
LVTK8HPLXYHW,Budget,1996,08,8.450
LVTK8HPLXYHW,Budget,1996,09,9.450
LVTK8HPLXYHW,Budget,1996,10,9.450
LVTK8HPLXYHW,Budget,1996,11,8.450
LVTK8HPLXYHW,Budget,1996,12,9.450
RWMKEGFF8MXP,Actual,1995,01,5.700
RWMKEGFF8MXP,Actual,1995,02,6.300
RWMKEGFF8MXP,Actual,1995,03,5.940
RWMKEGFF8MXP,Actual,1995,04,5.460
RWMKEGFF8MXP,Actual,1995,05,5.640
RWMKEGFF8MXP,Actual,1995,06,5.520
RWMKEGFF8MXP,Actual,1995,07,5.820
RWMKEGFF8MXP,Actual,1995,08,5.820
RWMKEGFF8MXP,Actual,1995,09,5.700
RWMKEGFF8MXP,Actual,1995,10,6.600
RWMKEGFF8MXP,Actual,1995,11,6.060
RWMKEGFF8MXP,Actual,1995,12,5.760
RWMKEGFF8MXP,Actual,1996,01,6.600
RWMKEGFF8MXP,Actual,1996,02,5.820
RWMKEGFF8MXP,Actual,1996,03,5.580
RWMKEGFF8MXP,Actual,1996,04,5.820
RWMKEGFF8MXP,Actual,1996,05,6.000
RWMKEGFF8MXP,Actual,1996,06,5.640
RWMKEGFF8MXP,Budget,1996,01,7.300
RWMKEGFF8MXP,Budget,1996,02,7.300
RWMKEGFF8MXP,Budget,1996,03,7.300
RWMKEGFF8MXP,Budget,1996,04,5.300
RWMKEGFF8MXP,Budget,1996,05,6.300
RWMKEGFF8MXP,Budget,1996,06,6.300
RWMKEGFF8MXP,Budget,1996,07,5.300
RWMKEGFF8MXP,Budget,1996,08,6.300
RWMKEGFF8MXP,Budget,1996,09,6.300
RWMKEGFF8MXP,Budget,1996,10,5.300
RWMKEGFF8MXP,Budget,1996,11,5.300
RWMKEGFF8MXP,Budget,1996,12,6.300
SAMX417UX6KT,Actual,1995,01,5.150
SAMX417UX6KT,Actual,1995,02,4.900
SAMX417UX6KT,Actual,1995,03,4.650
SAMX417UX6KT,Actual,1995,04,4.550
SAMX417UX6KT,Actual,1995,05,5.350
SAMX417UX6KT,Actual,1995,06,4.750
SAMX417UX6KT,Actual,1995,07,5.250
SAMX417UX6KT,Actual,1995,08,5.100
SAMX417UX6KT,Actual,1995,09,4.800
SAMX417UX6KT,Actual,1995,10,5.500
SAMX417UX6KT,Actual,1995,11,5.000
SAMX417UX6KT,Actual,1995,12,4.650
SAMX417UX6KT,Actual,1996,01,4.950
SAMX417UX6KT,Actual,1996,02,4.900
SAMX417UX6KT,Actual,1996,03,4.850
SAMX417UX6KT,Actual,1996,04,4.800
SAMX417UX6KT,Actual,1996,05,4.600
SAMX417UX6KT,Actual,1996,06,5.500
SAMX417UX6KT,Budget,1996,01,4.250
SAMX417UX6KT,Budget,1996,02,6.250
SAMX417UX6KT,Budget,1996,03,5.250
SAMX417UX6KT,Budget,1996,04,5.250
SAMX417UX6KT,Budget,1996,05,6.250
SAMX417UX6KT,Budget,1996,06,4.250
SAMX417UX6KT,Budget,1996,07,4.250
