Store,Code,Inv9501,Inv9502,Inv9503,Inv9504,Inv9505,Inv9506,Inv9507,Inv9508,Inv9509,Inv9510,Inv9511,Inv9512,Inv9601,Inv9602,Inv9603,Inv9604,Inv9605
F60LE1JA43BF,XTBLC3YH0YRI,1,1,6,2,3,2,6,1,3,1,3,2,1,3,3,1,2
F60LE1JA43BF,WLZ8YSU7ADSW,1,8,2,4,2,1,1,8,1,2,4,2,8,2,8,1,2
WI8OVV0P7GBC,L2VTQSQUDMIU,1,1,2,1,1,1,2,2,1,6,1,2,1,2,1,1,6
WI8OVV0P7GBC,NCM6UT8EBA6O,6,3,6,3,3,2,1,6,6,1,1,6,2,6,2,2,2
WI8OVV0P7GBC,WR8LBW2L3C0S,3,6,2,13,6,2,6,3,4,4,4,6,2,2,13,4,13
WI8OVV0P7GBC,SY81NUF8OIOG,11,2,2,2,11,2,2,11,5,3,2,3,11,2,3,5,3
WI8OVV0P7GBC,BCPIOT6ZD0BH,24,24,8,24,8,8,4,4,24,6,6,4,24,4,4,24,4
WI8OVV0P7GBC,LNLWJLZIOQJX,2,2,3,3,1,9,1,9,1,1,9,9,3,2,3,9,2
WI8OVV0P7GBC,S59AFUA8CTH1,1,4,8,2,1,2,4,1,8,8,2,4,2,8,1,4,4
WI8OVV0P7GBC,AN279WKN8VZZ,3,2,6,6,2,1,1,3,1,1,3,1,3,2,1,2,1
WI8OVV0P7GBC,YBGCC7FN1OD4,2,8,4,2,4,2,2,4,1,1,1,2,8,2,8,2,4
WI8OVV0P7GBC,S5RHHGFGCK80,2,2,8,1,1,2,2,8,2,8,2,1,1,2,1,8,2
WI8OVV0P7GBC,UDO0PIQEX6SQ,3,0,0,0,1,1,0,3,1,0,0,3,0,1,3,3,1
WI8OVV0P7GBC,DFQ6UEEUPP6G,18,18,9,3,4,4,18,4,3,4,3,9,9,18,6,4,3
WI8OVV0P7GBC,N1MW6JIUJYOI,4,3,2,2,3,2,2,6,3,6,4,3,4,3,12,6,12
WI8OVV0P7GBC,SN78OIOCBG50,1,5,1,2,1,1,2,1,1,5,1,1,1,5,1,1,2
WI8OVV0P7GBC,QINQ4OUI29ZR,19,6,4,6,9,4,9,6,3,19,6,3,19,6,9,6,3
WI8OVV0P7GBC,PQAI6GXG413A,2,1,1,1,2,1,2,2,1,1,6,1,3,1,3,3,1
WI8OVV0P7GBC,R7OVZFTOGLT2,1,3,2,1,6,1,1,3,3,1,6,6,3,3,1,6,1
WI8OVV0P7GBC,ETQVHT3K6PH3,10,7,10,5,21,10,10,7,5,10,7,21,4,5,7,5,4
WI8OVV0P7GBC,WQ9B46HTTATM,3,14,14,2,7,14,4,14,3,4,4,3,14,7,2,14,3
WI8OVV0P7GBC,X176NXHQCFEL,11,5,2,2,11,2,2,11,5,2,2,2,3,3,3,2,3
WI8OVV0P7GBC,X1UH7M5VTXMZ,6,6,19,6,19,4,6,4,4,9,3,9,4,4,4,19,6
WI8OVV0P7GBC,I9XHN8YK6007,4,9,3,2,3,4,4,4,3,2,9,4,4,1,2,2,9
WI8OVV0P7GBC,GU70I85LBPIM,1,1,7,2,2,1,1,1,3,7,3,1,7,3,2,3,1
WI8OVV0P7GBC,CRWI0579O02T,12,3,2,6,12,2,3,2,12,3,6,4,6,2,6,12,4
WI8OVV0P7GBC,ZUPKUXHARCP8,5,8,5,8,3,8,4,5,5,4,3,5,5,4,5,17,8
WI8OVV0P7GBC,NH0G9QTXUHUF,1,3,1,1,3,7,3,2,7,1,1,2,1,1,2,7,7
WI8OVV0P7GBC,D0QK1ETKMC9N,2,2,6,6,1,3,6,1,3,6,1,6,1,2,2,1,1
K5G7LOI08XQS,OTXH6PD6EW5W,3,1,1,7,3,7,2,1,3,7,1,7,7,2,1,1,1
K5G7LOI08XQS,AHH9E5WB7HFY,4,2,2,1,2,4,2,2,4,8,1,2,2,2,1,2,2
K5G7LOI08XQS,AQOMOLIDPYPG,7,7,3,15,5,3,5,3,7,3,3,3,3,7,5,7,3
K5G7LOI08XQS,U9KY35T2ZCNR,17,4,5,5,3,17,5,4,5,4,5,5,5,8,3,4,17
K5G7LOI08XQS,Q4U5TTK59EET,3,4,14,4,4,3,7,14,7,14,7,4,2,2,4,7,14
K5G7LOI08XQS,B010XMP3W24U,11,5,2,5,5,3,3,5,5,3,3,3,2,5,2,2,2
K5G7LOI08XQS,UWV77LZBF1DA,6,4,6,4,4,2,4,12,4,4,3,3,6,4,4,12,12
K5G7LOI08XQS,MEX05L46HIOP,2,4,2,2,4,2,2,1,1,2,2,1,1,4,8,8,2
K5G7LOI08XQS,SO3HJ70KVNW3,1,3,1,1,2,6,1,3,1,3,2,2,1,3,1,1,2
K5G7LOI08XQS,DUQB85TYDN00,3,9,4,6,9,3,6,6,9,6,4,4,3,3,18,6,6
K5G7LOI08XQS,ZKQU0KCSIE84,3,4,3,3,16,16,4,16,3,3,3,8,5,5,16,3,8
K5G7LOI08XQS,FBW6C67UEZ6D,4,4,4,1,2,4,0,1,4,4,1,4,4,1,0,0,1
K5G7LOI08XQS,JCXDCQX17RQ8,3,7,3,7,7,3,4,3,14,14,2,3,2,3,4,14,2
K5G7LOI08XQS,ZH2USUTFWGDJ,1,1,1,2,1,1,1,1,1,1,1,1,5,1,5,5,2
K5G7LOI08XQS,NQKTPTPEULYH,13,3,4,4,2,6,2,6,13,2,2,4,2,6,3,13,6
K5G7LOI08XQS,AMYRR0AEHOI9,6,3,1,3,6,3,3,1,1,3,2,1,1,2,1,6,3
K5G7LOI08XQS,IVY3RJR5K5Q9,8,8,8,4,8,2,1,1,4,2,2,2,8,1,2,8,2
K5G7LOI08XQS,VQXWR3NKU8ZC,5,8,3,4,5,3,3,4,5,4,3,8,4,16,3,16,5
K5G7LOI08XQS,M5GS1QZS5I49,23,5,7,4,4,5,11,5,11,23,5,5,7,7,23,4,7
K5G7LOI08XQS,J6GLTMUVPLWN,5,16,8,5,8,4,8,16,4,3,4,4,4,5,5,4,8
K5G7LOI08XQS,HWY9JIRKK8GR,4,13,6,3,3,13,3,2,6,2,2,3,2,4,4,6,4
K5G7LOI08XQS,P950R1DPWXB4,4,12,4,6,3,4,12,4,3,12,6,6,6,4,3,6,2
K5G7LOI08XQS,HHPG5GQKUQ3A,10,2,2,3,2,2,2,5,2,2,5,2,3,5,5,2,5
K5G7LOI08XQS,H2J5TEYNSVNB,2,2,1,6,1,1,6,1,1,1,2,6,1,1,6,1,1
K5G7LOI08XQS,MDRQTIB187ZH,2,1,0,1,2,4,1,0,1,2,1,1,2,0,2,0,1
K5G7LOI08XQS,S053TTSNFFL1,1,7,2,7,1,1,3,7,3,2,3,1,3,1,3,3,1
K5G7LOI08XQS,S8BR0L9DUAU6,3,3,7,7,7,15,3,3,5,3,3,5,7,3,3,7,3
K445FVOUPY97,FG59IXEAYX8W,2,1,2,1,1,5,1,1,1,1,1,5,1,1,2,1,5
K445FVOUPY97,ADC6G8XBGQTN,3,4,5,5,5,3,4,17,17,5,3,4,4,8,8,3,4
K445FVOUPY97,WHK7A5KH37K8,1,1,5,1,1,5,1,2,1,5,2,1,2,1,1,1,2
K445FVOUPY97,PTT5FAHB1Q0I,2,2,6,13,4,6,3,4,4,3,4,6,13,13,4,2,3
K445FVOUPY97,VNYS6O9LF5HW,1,1,1,1,2,2,1,2,1,1,5,1,2,2,5,1,1
K445FVOUPY97,F4DOQIRGYCVJ,1,0,1,0,1,1,2,1,0,1,2,2,2,4,0,1,1
K445FVOUPY97,VT8L68AONCK5,10,2,2,2,3,3,3,5,2,2,3,3,3,10,10,2,2
K445FVOUPY97,JRO2W5HITH70,5,17,4,17,17,17,17,3,3,8,5,4,17,5,3,17,3
K445FVOUPY97,YTGQUD2RKNKK,4,6,4,2,4,2,3,4,2,4,2,6,6,3,4,6,13
K445FVOUPY97,NBH2Q8VUR0Q0,5,2,11,11,2,2,2,2,3,3,2,5,11,5,2,11,3
K445FVOUPY97,UIBJHZEHI6NP,1,0,4,4,1,0,1,1,1,2,2,1,1,1,4,1,2
K445FVOUPY97,Z6XCWA6YS8E6,18,9,3,6,4,18,9,3,6,3,9,3,4,6,6,3,4
K445FVOUPY97,FA8XI42WC1DR,1,2,4,2,2,9,4,1,1,2,1,3,3,2,9,4,9
K445FVOUPY97,DFH49YX1SABJ,6,18,6,9,3,6,4,18,3,18,18,4,9,18,3,4,9
K445FVOUPY97,IU90XJLVIPL5,9,2,4,4,4,2,4,2,1,4,3,2,2,1,9,3,1
K445FVOUPY97,SQMR3PIBH148,3,3,2,1,9,3,1,9,4,9,1,2,2,2,2,9,3
K445FVOUPY97,HKAASHW1S6Y3,6,4,6,13,4,6,3,6,4,6,4,6,6,4,4,6,3
K445FVOUPY97,GIMLWDLCZESZ,16,4,16,5,4,16,8,4,3,8,4,4,8,16,8,16,8
K445FVOUPY97,BSZULE0ZT5MN,4,14,7,14,14,7,3,7,3,7,14,14,4,4,14,4,4
K445FVOUPY97,QST7DMLWG19T,2,1,1,1,1,5,1,2,2,1,1,1,5,2,2,1,2
K445FVOUPY97,XLPXQRJ0RHDD,1,7,2,7,7,1,2,2,1,7,1,3,3,7,1,2,1
K445FVOUPY97,IH35KUT09XFS,16,3,4,5,3,5,8,5,5,8,4,5,8,5,5,16,5
K445FVOUPY97,NZ2CKG7S2IG3,1,1,4,1,1,1,1,9,3,9,4,2,1,4,9,3,3
K445FVOUPY97,IR0HAE6CEA3X,2,1,3,1,7,3,7,1,2,1,1,2,1,1,1,3,1
K445FVOUPY97,U75TDGU0QLHG,20,4,4,20,5,20,4,20,4,4,6,5,20,20,6,10,5
K445FVOUPY97,TMO39D7JKQAB,4,4,4,3,3,4,7,14,3,7,4,4,14,4,2,7,3
K445FVOUPY97,NAL5YLJVKO90,1,3,1,3,1,7,2,1,7,1,2,1,1,2,1,3,1
J1QM4YJJ99T6,AKXR0QPBHXJB,5,3,7,5,15,3,5,15,15,5,15,3,15,3,5,5,5
J1QM4YJJ99T6,XVB1CWP59PS5,4,4,21,4,4,21,10,10,5,4,5,21,7,10,5,7,4
J1QM4YJJ99T6,B835WAB0EFSA,4,3,9,3,3,4,6,4,19,4,9,4,3,6,6,3,4
J1QM4YJJ99T6,V8TIY5NQ96AT,4,3,4,2,4,1,3,2,9,2,2,2,2,9,1,1,4
J1QM4YJJ99T6,LNO4X29B6K9I,2,1,2,2,2,4,8,2,2,4,2,2,2,2,2,2,8
J1QM4YJJ99T6,DSTATTBA53A4,2,14,2,4,14,2,3,7,3,7,14,3,14,7,2,7,14
J1QM4YJJ99T6,CS8I4IZELJY1,2,1,1,1,1,5,1,5,1,1,1,1,5,1,2,1,5
J1QM4YJJ99T6,O3KAYG921SMX,6,3,3,4,9,4,6,3,18,9,6,9,4,9,3,18,4
J1QM4YJJ99T6,IBLYPZF71WG8,6,4,4,4,6,3,3,6,3,6,13,6,4,3,3,3,4
J1QM4YJJ99T6,XNZB1LWAEXP3,1,1,3,1,3,2,1,1,1,2,1,1,6,6,1,2,1
J1QM4YJJ99T6,C4DSQ1SLQLWT,2,1,1,1,1,1,1,1,2,1,1,5,1,1,1,5,2
J1QM4YJJ99T6,YNN3MQ4919TW,1,1,4,4,3,3,2,2,2,4,2,2,2,3,9,3,2
J1QM4YJJ99T6,JDGJB7B8AEII,9,4,1,9,1,3,1,1,2,1,3,4,4,4,3,2,2
J1QM4YJJ99T6,S6DKQFMSKW20,3,5,11,11,2,2,5,5,11,2,2,11,11,2,3,11,2
J1QM4YJJ99T6,VI2QDIH8VQTZ,6,6,4,9,9,3,3,4,4,9,6,6,9,4,3,4,4
J1QM4YJJ99T6,OALHO7H5XB4B,1,1,1,0,3,1,0,1,0,0,3,1,1,0,3,1,0
J1QM4YJJ99T6,JSWN91G4XPRB,3,3,2,1,7,1,3,3,7,7,2,2,1,3,7,2,7
J1QM4YJJ99T6,T1RXEETRW730,2,11,3,2,11,2,3,2,3,3,3,2,5,2,2,2,2
J1QM4YJJ99T6,YVAX6JFOJ0EQ,6,2,12,3,4,2,2,6,3,12,12,6,3,3,4,4,6
J1QM4YJJ99T6,HLH6ZPWDNBUL,5,1,2,5,1,1,1,1,1,1,5,5,5,5,1,5,5
J1QM4YJJ99T6,QUCQ6525FS4P,2,12,6,6,12,12,12,4,4,6,3,12,2,3,6,3,12
J1QM4YJJ99T6,M2YS8DQ1FZY5,2,2,8,2,2,4,1,8,4,1,2,8,1,8,8,2,1
J1QM4YJJ99T6,OY72UT6LDMLY,2,1,8,2,2,2,1,8,8,2,4,4,2,8,4,2,2
J1QM4YJJ99T6,HP7LJSO7D5TA,6,13,2,13,3,4,3,6,4,6,4,3,4,6,6,3,4
J1QM4YJJ99T6,GVY9A7JIK472,1,3,6,1,3,1,2,2,1,3,1,6,6,2,1,3,1
J1QM4YJJ99T6,GU2UMMG6CR12,1,1,5,1,1,1,1,1,1,1,5,2,1,1,1,1,1
J1QM4YJJ99T6,NPXGJ67D0CNO,1,5,1,2,1,1,2,1,1,2,5,1,1,2,5,1,1
J8FG1UGS8HKT,WX7AJXS31LAU,6,4,19,3,9,9,9,19,19,4,9,4,4,19,19,19,3
J8FG1UGS8HKT,U7OEK1NS99RG,5,5,7,5,7,3,3,5,3,7,3,3,7,7,3,3,5
J8FG1UGS8HKT,PVWLWDJ92KC7,1,1,4,0,0,1,2,1,0,2,2,0,4,0,1,1,0
J8FG1UGS8HKT,VZ08NVGBZIUN,3,1,1,2,3,1,7,1,7,3,7,7,3,7,1,2,2
J8FG1UGS8HKT,F4C9YFHCQP2B,2,4,7,7,4,2,4,3,7,4,14,7,14,7,3,4,4
J8FG1UGS8HKT,EG4FT4XF3KJI,12,2,12,3,4,4,3,4,3,12,6,12,2,4,4,2,6
J8FG1UGS8HKT,R9PL6FNF9FXT,2,10,2,5,2,10,10,2,10,2,10,2,3,3,2,10,10
J8FG1UGS8HKT,TJ63K3OX6SJZ,1,1,3,2,1,6,6,2,3,1,3,1,1,3,3,6,2
J8FG1UGS8HKT,KCWZP4YZUM4P,8,4,4,4,16,3,3,5,5,8,8,8,8,5,3,3,3
J8FG1UGS8HKT,MH1SXL12I1SC,8,8,8,2,8,2,1,4,2,2,4,8,2,2,4,4,2
J8FG1UGS8HKT,LD1OT96J2IWU,5,3,7,7,3,5,5,15,3,3,3,3,7,5,7,3,15
J8FG1UGS8HKT,XEBACNLYFXMU,4,3,3,8,16,16,5,8,4,16,5,3,8,3,8,5,8
J8FG1UGS8HKT,DFFTMD1U6GFO,6,6,4,6,4,13,2,13,13,13,2,2,13,3,3,13,4
J8FG1UGS8HKT,NVI8GZ69I819,3,12,12,4,12,12,4,4,12,3,4,12,12,3,6,4,2
J8FG1UGS8HKT,YG1FU4FLCVRR,7,3,14,3,2,4,4,3,3,4,14,2,2,3,7,3,14
J8FG1UGS8HKT,Q0LGETR92QEH,12,3,3,2,12,12,6,4,12,2,6,4,3,3,4,2,4
J8FG1UGS8HKT,KO845U209NAD,2,6,2,1,1,2,2,1,3,1,1,1,1,1,3,2,1
J8FG1UGS8HKT,ROPTIC92K53O,3,1,3,1,7,3,3,1,1,1,1,7,7,2,1,1,7
J8FG1UGS8HKT,GTRYH4QCS6ZY,7,5,3,3,15,15,15,5,3,3,15,15,5,3,15,5,15
J8FG1UGS8HKT,QFNBUAYC689T,6,3,3,2,13,13,4,4,4,6,2,6,2,2,2,4,2
J8FG1UGS8HKT,BNK8P3IZU4PJ,7,3,3,3,7,3,15,3,3,3,7,7,3,7,3,3,3
J8FG1UGS8HKT,Q8OQ8N6CG9TC,3,3,9,4,3,9,3,19,19,19,19,19,4,9,3,6,4
J8FG1UGS8HKT,GEGCUC569WU1,6,2,1,2,1,1,2,2,6,2,1,1,6,1,6,6,2
J8FG1UGS8HKT,G1YXXQHDZ0FL,5,10,20,20,10,10,20,6,10,20,20,20,5,6,20,6,6
J8FG1UGS8HKT,YWJ97TW4KRVX,3,1,1,6,1,1,1,2,1,1,3,1,1,1,2,1,3
J8FG1UGS8HKT,PDSIU2TIBX50,7,14,3,4,2,14,4,7,14,14,4,14,2,3,2,4,2
J8FG1UGS8HKT,M4N09OGYA49W,6,3,2,1,1,1,2,2,1,1,3,1,3,1,6,6,6
BJ2TB5PDDBIH,OE4HBK6G7N6W,7,7,3,2,3,3,1,1,1,7,3,3,1,3,1,3,1
BJ2TB5PDDBIH,I3JRYBMR4SK4,2,1,5,2,5,1,5,1,1,1,1,1,5,1,1,5,2
BJ2TB5PDDBIH,OE7E3ML3CFTM,2,2,2,8,2,1,8,4,1,2,4,4,8,4,8,4,2
BJ2TB5PDDBIH,ZYQAWL5HR3VD,3,11,3,3,2,3,5,5,11,2,2,2,5,5,3,11,2
BJ2TB5PDDBIH,XGTM4KK6O5IP,11,3,2,11,3,2,2,5,2,5,11,3,3,11,2,3,2
BJ2TB5PDDBIH,IRAB63ROHQVH,5,2,11,5,2,5,2,3,2,3,5,2,5,5,2,3,5
BJ2TB5PDDBIH,NDYUE4KWZSR8,1,1,2,4,1,1,1,1,2,1,1,1,1,4,1,2,1
BJ2TB5PDDBIH,U71METRVCE6J,3,3,2,4,3,3,9,3,1,4,1,1,2,1,3,3,1
BJ2TB5PDDBIH,N62ZVS1PVU6S,3,3,3,4,4,4,6,3,4,3,2,6,4,4,6,3,4
BJ2TB5PDDBIH,T0ND2MPUWJO1,14,14,7,3,14,4,4,7,7,2,2,3,14,14,3,2,3
BJ2TB5PDDBIH,KK70TY8PXNVM,1,1,6,2,6,2,3,1,6,1,1,6,1,1,6,2,6
BJ2TB5PDDBIH,BEHN4YOXJNFS,5,2,3,5,2,5,5,10,2,2,3,5,5,2,10,2,2
BJ2TB5PDDBIH,ISIBXSIEHR1V,13,4,4,13,13,13,6,3,4,2,4,3,13,2,3,13,3
BJ2TB5PDDBIH,YD089M3FZS3U,5,5,17,8,5,17,8,8,4,8,3,3,5,4,8,5,4
BJ2TB5PDDBIH,QZXX2RMB06UI,3,3,7,7,7,7,1,1,7,3,2,2,1,1,1,7,1
BJ2TB5PDDBIH,KV8J3WT4WZKA,3,1,2,2,2,1,3,7,1,2,3,2,2,1,7,2,3
BJ2TB5PDDBIH,H7MAI5HVJO0T,2,3,2,3,3,9,1,2,3,1,2,2,1,3,3,4,1
BJ2TB5PDDBIH,LWLOJX8VH8DU,3,8,5,5,3,3,5,3,16,5,5,3,8,4,8,5,5
BJ2TB5PDDBIH,R7VPKDN24K7Q,4,21,21,4,10,7,4,21,5,10,5,10,4,7,21,7,5
BJ2TB5PDDBIH,VGWLVUZBAX1Q,6,2,2,6,1,1,6,1,1,1,1,6,3,1,1,1,2
BJ2TB5PDDBIH,J8P9WTQQJLO1,7,11,11,5,11,23,11,4,4,5,7,11,7,11,23,4,5
BJ2TB5PDDBIH,VJRR6E5G37L7,5,1,1,1,2,5,1,1,1,5,1,1,5,5,1,5,1
BJ2TB5PDDBIH,QN5DK8OCWPNO,4,1,1,1,2,1,1,0,4,2,2,1,4,1,4,4,2
BJ2TB5PDDBIH,NWXDNNT5SMK7,2,1,2,2,8,1,2,4,2,1,2,2,4,2,1,1,4
BJ2TB5PDDBIH,Y9970ZA3C79T,5,5,3,3,2,2,3,2,5,2,2,10,3,2,5,5,2
BJ2TB5PDDBIH,OB039KUL6CX9,6,1,1,3,1,1,2,2,1,1,1,3,1,1,1,1,6
BJ2TB5PDDBIH,GIZTIHTAYF2H,4,1,2,1,2,4,2,4,1,4,8,2,1,4,1,2,2
LIVZBELD4KBY,T0M213D6OQ5J,18,9,4,6,6,6,6,18,9,18,3,4,3,18,6,18,18
LIVZBELD4KBY,BCJKLEOMNNZ5,2,6,2,4,2,13,6,2,3,3,3,13,2,3,2,3,4
LIVZBELD4KBY,XUTL8G8UQ6QV,2,6,1,2,6,1,3,2,1,6,1,6,1,1,2,2,1
LIVZBELD4KBY,RT5UAVT15UCJ,3,1,3,3,3,2,1,6,2,6,2,1,6,3,1,1,6
LIVZBELD4KBY,XYZGGA37MG2Q,3,3,6,4,6,12,4,2,6,6,2,6,2,3,4,3,12
LIVZBELD4KBY,ZBOKGFGX7YJY,6,19,4,6,9,19,19,4,19,3,6,19,3,4,19,4,3
LIVZBELD4KBY,WYWJ8GX5PMBE,4,4,4,2,1,1,1,0,2,2,1,0,2,0,0,1,2
LIVZBELD4KBY,FFPBNXBD5U4N,2,3,3,3,11,5,2,2,11,11,5,2,3,11,2,2,3
LIVZBELD4KBY,W28F868ROX6O,0,0,4,1,0,1,1,2,1,2,0,1,1,4,1,4,2
LIVZBELD4KBY,EVRPN3PI29G8,1,1,1,1,0,4,4,0,1,0,1,1,0,1,1,1,0
LIVZBELD4KBY,K39AD4A79DPY,3,5,3,16,5,8,16,8,8,4,16,16,5,8,5,4,5
LIVZBELD4KBY,HMEO24WW5IHT,2,2,8,1,4,8,4,4,8,8,2,8,8,4,8,2,2
LIVZBELD4KBY,E6D8E4NHI1NX,7,4,4,7,7,4,23,4,7,5,23,4,4,7,11,4,23
LIVZBELD4KBY,O2QETZCH6TMW,3,15,3,3,3,3,7,5,3,3,5,3,3,5,7,7,5
LIVZBELD4KBY,RK41QW3R24T0,3,3,7,3,15,5,7,15,15,7,7,5,3,15,7,3,15
LIVZBELD4KBY,FSNHCH6AW46Q,4,16,8,5,8,8,16,8,5,5,16,5,3,3,16,4,8
LIVZBELD4KBY,UYDB7Z4UTCEE,7,3,1,3,1,3,1,1,7,3,1,1,3,1,3,7,1
LIVZBELD4KBY,LBGAX1O82Q8W,2,2,2,2,2,3,5,5,3,5,11,2,5,11,11,2,2
LIVZBELD4KBY,MXJBRYP69H0E,5,2,11,3,2,2,11,11,5,2,2,2,11,2,5,11,5
LIVZBELD4KBY,BWMUFUQNAZKZ,5,4,10,5,4,10,6,20,10,10,4,20,10,6,5,10,10
LIVZBELD4KBY,CJAGF7QJBJ7O,1,1,1,1,1,5,1,2,2,2,1,2,5,1,1,5,1
LIVZBELD4KBY,NDQT2BDCCRHY,5,4,8,16,5,16,16,5,16,16,3,3,8,3,5,16,16
LIVZBELD4KBY,VDMEVTIFLZML,11,5,2,2,5,2,2,5,2,11,11,5,2,3,11,5,2
LIVZBELD4KBY,N2E7VTNM4R5L,2,1,1,2,0,0,4,1,4,1,4,2,4,2,0,0,0
LIVZBELD4KBY,RF7HSFMPFWAF,4,0,2,2,2,2,0,2,1,0,1,2,0,0,0,4,4
LIVZBELD4KBY,NGLE58RB0P1S,4,13,3,6,6,4,3,4,4,6,3,3,3,6,4,6,3
LIVZBELD4KBY,VDGXM7Z9CAVX,5,7,3,5,3,7,3,15,7,3,7,3,3,7,3,5,7
HQ9I9IRWB2G2,H56ANCB34ET4,15,3,7,3,5,7,5,7,15,15,3,3,5,3,3,3,5
HQ9I9IRWB2G2,SQYGTNQZHHD6,8,2,2,2,4,2,1,1,8,8,1,4,2,8,2,4,1
HQ9I9IRWB2G2,P9HLAMP3DPEA,1,2,1,1,6,6,1,6,3,6,1,6,1,1,1,2,1
HQ9I9IRWB2G2,ZQKASHW7QX00,2,11,2,3,5,3,5,5,3,2,3,2,2,2,11,2,2
HQ9I9IRWB2G2,JYOY3OO9YTLW,2,4,4,1,2,1,8,2,2,4,2,8,2,1,4,1,8
HQ9I9IRWB2G2,ADC7G9QTO6S0,6,19,3,19,3,19,3,6,3,4,19,19,3,3,9,9,19
HQ9I9IRWB2G2,QQKXFZNC4Z1R,4,4,4,13,4,6,3,4,3,13,2,6,2,4,3,3,13
HQ9I9IRWB2G2,IDADVRU5LZS3,2,11,5,11,3,11,2,2,2,2,2,2,11,2,2,3,3
HQ9I9IRWB2G2,VXLO35KES8KE,22,22,22,11,7,11,4,5,4,7,7,5,4,7,7,5,4
HQ9I9IRWB2G2,PZR111ST7147,2,3,3,5,11,3,3,11,2,2,5,2,3,2,11,2,2
HQ9I9IRWB2G2,I07MEBOG6WB8,4,4,2,4,13,4,13,6,2,13,2,4,13,6,6,3,2
HQ9I9IRWB2G2,W9R6FXSXFJNO,6,1,1,2,3,2,2,3,6,1,3,6,2,6,1,6,3
HQ9I9IRWB2G2,E6XR0CX30F34,1,2,2,1,1,1,2,2,1,1,1,1,1,5,1,1,2
HQ9I9IRWB2G2,F7HKI4VJOINS,11,23,4,7,23,5,5,5,7,4,23,11,4,23,23,5,5
HQ9I9IRWB2G2,I1RXQFC3NG9H,4,4,4,4,2,2,4,2,2,8,2,8,2,2,1,2,2
HQ9I9IRWB2G2,SK3DAMB71L07,2,10,3,10,2,10,5,10,2,10,3,3,3,10,2,2,5
HQ9I9IRWB2G2,WQ3QBIQ59LYG,9,6,6,19,3,4,19,9,4,19,6,4,3,4,3,4,4
HQ9I9IRWB2G2,UNK4DXGK6L8S,3,7,15,3,3,15,7,15,3,5,5,15,15,5,7,5,7
HQ9I9IRWB2G2,UGWIYSR8XYYG,1,1,0,4,1,0,4,4,1,1,1,2,1,4,2,0,2
HQ9I9IRWB2G2,W01WT2Q00FXP,1,2,1,1,1,2,5,1,1,5,1,1,1,1,1,5,1
HQ9I9IRWB2G2,FLVVT8MB4FYP,15,5,7,7,15,7,3,3,5,15,15,15,7,5,3,3,3
HQ9I9IRWB2G2,SY0DK7TJSWNG,10,5,4,21,10,7,7,5,10,7,21,4,5,5,10,21,5
HQ9I9IRWB2G2,YISNOCA1M20W,1,1,1,4,1,1,0,1,4,0,1,1,1,1,0,0,2
HQ9I9IRWB2G2,UCM8750OGO57,0,4,0,4,4,0,4,1,4,2,2,2,1,1,1,1,2
HQ9I9IRWB2G2,OM0X6GNDK5AV,4,20,20,5,20,6,5,5,5,5,20,20,6,4,20,6,4
HQ9I9IRWB2G2,DBDF8ENG576P,4,18,18,6,18,4,18,18,3,4,3,6,18,4,18,4,4
HQ9I9IRWB2G2,TW0QXRK5UG7F,1,1,1,7,7,1,1,2,1,2,1,1,1,7,3,2,2
GFQ3FA1S2LH8,T4FSC8I7B4KT,2,10,5,10,3,2,2,2,2,10,3,2,2,3,2,5,10
GFQ3FA1S2LH8,URHTO1AZ1VWX,22,5,11,5,22,11,11,4,22,22,7,22,7,5,22,11,7
GFQ3FA1S2LH8,HLC7WCIY3CG5,11,23,7,4,23,4,7,5,4,4,23,11,23,4,5,11,7
GFQ3FA1S2LH8,QZ7ILOLXQYBM,8,4,8,2,2,4,2,2,4,2,2,1,8,1,4,1,2
GFQ3FA1S2LH8,GD9JFHFLCWYB,2,3,1,1,6,2,3,2,2,1,1,1,1,2,1,1,6
GFQ3FA1S2LH8,ICWB83O6Q6QN,3,3,5,8,8,8,8,16,4,4,8,8,8,16,8,16,16
GFQ3FA1S2LH8,S9LNGRQK1B6I,1,1,3,6,1,1,2,1,6,6,1,1,1,3,2,6,6
GFQ3FA1S2LH8,V539YH1NU5S2,1,2,2,1,2,1,1,1,2,5,1,1,2,1,2,1,1
GFQ3FA1S2LH8,HQA25IZJEKSP,7,14,3,4,3,14,4,2,14,7,7,3,3,3,2,2,7
GFQ3FA1S2LH8,CPB3AM9X0LN4,19,4,19,9,3,19,3,6,4,9,3,4,9,4,6,3,19
GFQ3FA1S2LH8,Y9944Q7D8PD0,10,6,20,4,6,20,10,20,6,10,10,6,10,10,6,4,20
GFQ3FA1S2LH8,Z74ZT2LB28P4,1,3,2,2,2,6,1,6,2,3,1,3,3,1,6,1,1
GFQ3FA1S2LH8,A2PTJKLYBY52,13,3,2,4,13,3,3,6,2,6,6,6,6,13,13,6,2
GFQ3FA1S2LH8,PIEXF93ZDBN5,16,16,8,3,3,5,4,8,4,16,5,5,3,5,8,3,16
GFQ3FA1S2LH8,EZ9HZC0MYRYU,2,4,2,1,2,8,1,2,4,8,4,4,2,4,4,8,2
GFQ3FA1S2LH8,Q7O6WF75HY7S,5,3,5,3,2,3,2,2,11,11,5,11,3,3,11,3,5
